pm2_5,pm10,co2,voc,temperature,humidity,aqi_category,suggestion
30.31,49.01,1117.93,153.31,19.9,58.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.15,47.0,794.42,280.98,29.71,57.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.36,45.58,551.34,263.38,32.47,65.12,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.46,47.13,572.17,259.45,31.98,60.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
90.26,56.47,898.78,328.55,26.69,66.75,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
35.58,47.76,1074.67,68.12,23.94,61.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.04,77.29,820.48,311.7,31.72,36.03,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
5.52,82.61,922.18,184.06,31.19,59.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.73,38.13,902.43,280.0,29.09,46.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.17,114.49,1104.77,393.61,36.72,38.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
84.86,35.7,350.0,66.34,27.87,50.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.06,13.38,916.8,207.81,26.72,57.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.59,83.33,995.93,232.22,26.0,58.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.59,41.39,415.32,172.86,20.2,70.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
69.71,81.25,528.58,384.97,31.31,74.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
103.17,5.0,537.3,141.94,27.47,60.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.73,118.74,567.8,166.69,30.55,62.76,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.76,93.53,629.57,143.51,37.21,56.43,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.1,17.48,810.65,413.81,26.05,66.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.05,18.24,966.42,176.13,16.31,62.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
86.17,128.53,1020.33,319.01,30.41,54.18,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
54.6,44.19,540.54,546.36,28.83,87.28,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.02,40.8,538.82,238.78,24.34,46.81,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.77,5.0,1078.96,416.81,29.99,76.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.72,57.72,911.69,500.7,31.93,34.69,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
60.51,62.03,770.72,404.08,23.27,67.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.68,95.04,868.33,247.48,26.49,76.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.67,21.03,742.55,346.32,35.38,26.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
69.23,16.79,881.15,56.89,24.39,57.08,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
74.55,85.78,665.98,132.99,28.33,65.73,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.22,105.24,817.2,159.3,14.88,58.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
35.82,15.01,372.36,586.09,20.59,60.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.67,107.85,578.05,128.11,28.79,57.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
70.16,71.31,580.75,125.88,34.14,38.59,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.58,108.21,656.4,93.41,21.19,90.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.22,67.54,518.37,333.97,28.37,47.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.17,5.0,616.61,271.39,26.12,61.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.72,64.68,371.4,413.01,32.77,45.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
71.96,107.11,887.18,350.69,21.91,20.86,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
44.78,38.72,729.37,42.94,30.15,41.13,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.16,56.42,350.0,128.91,24.73,33.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
6.0,63.84,541.29,454.8,29.12,71.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.66,5.0,834.15,219.51,28.34,45.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.14,128.5,614.24,428.14,26.74,47.29,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
94.08,38.45,575.76,227.55,30.39,39.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.31,87.7,731.35,104.85,28.22,56.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.48,66.97,835.9,204.51,27.34,44.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.23,114.02,390.91,104.79,26.22,69.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
79.44,84.21,887.53,165.17,28.39,59.53,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
37.62,61.78,549.93,280.14,29.11,46.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.98,38.73,745.52,326.74,23.05,67.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.2,97.92,741.14,11.47,26.25,55.12,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.67,5.0,618.23,247.39,22.72,55.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.84,92.61,494.09,162.01,27.8,33.06,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.85,31.53,678.58,152.74,25.04,53.93,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.84,113.83,1156.33,269.9,31.85,59.82,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
14.34,75.65,409.58,167.43,31.36,75.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.32,92.54,1173.08,457.32,23.39,43.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.5,72.87,685.07,428.21,27.99,89.17,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
69.88,8.67,758.84,427.27,31.19,63.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,39.87,478.32,175.76,27.12,32.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.03,93.53,557.18,105.63,24.36,42.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.43,75.83,624.27,262.3,22.54,76.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
79.14,111.33,488.58,227.45,32.27,73.65,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
38.36,84.11,697.77,158.68,32.51,55.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.12,36.17,648.25,73.64,26.96,57.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
87.03,42.14,1212.7,243.77,31.83,37.53,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
3.8,73.6,458.51,189.39,13.17,74.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,5.0,775.67,353.25,34.64,40.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.0,128.57,811.96,349.77,27.22,67.67,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
27.45,85.46,482.42,415.12,28.71,75.28,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.47,112.95,921.71,61.11,26.4,55.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.71,14.68,650.42,310.16,34.98,69.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.1,113.56,350.0,140.88,22.7,82.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.9,148.1,914.96,66.94,35.37,59.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
7.99,23.77,470.76,185.71,29.98,52.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.81,97.0,488.06,410.31,31.11,54.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.26,70.04,921.98,194.15,26.35,43.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.52,15.94,663.21,484.82,21.46,43.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
86.17,87.25,979.44,332.33,32.65,61.64,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
13.25,99.18,1052.54,190.89,29.56,52.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,48.96,588.77,424.01,34.81,59.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.7,110.81,948.32,316.81,27.03,32.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.86,11.66,561.13,110.12,25.9,53.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.08,17.68,1308.28,528.82,34.94,70.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.97,74.78,576.76,288.92,37.56,38.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.8,70.89,1006.52,252.82,28.05,55.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
8.71,44.92,960.95,121.67,24.24,27.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.09,98.34,829.02,426.93,32.05,35.42,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
37.95,88.58,582.36,327.59,26.73,67.11,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.93,100.03,712.15,344.39,31.0,50.36,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
48.57,65.69,350.0,173.87,26.7,82.33,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.42,91.09,806.11,375.12,35.82,61.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.24,54.4,837.4,386.77,24.5,62.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.19,141.88,783.37,149.68,30.4,38.85,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.07,41.56,350.0,37.45,25.56,49.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
73.23,143.69,433.59,337.21,26.59,44.01,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
44.91,71.22,562.98,14.0,25.94,39.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.73,21.86,822.91,272.8,31.69,64.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.76,117.88,822.33,182.91,32.59,67.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.0,74.41,707.44,432.8,30.79,60.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
23.09,99.79,908.81,191.07,27.46,42.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
85.02,112.83,493.44,416.09,28.7,59.96,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
39.0,81.83,902.56,172.87,32.49,26.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.23,49.27,868.69,400.0,32.65,74.85,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.2,104.15,844.39,559.05,14.55,35.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.97,70.03,704.49,89.79,26.64,38.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.02,94.01,1207.69,293.81,26.88,56.73,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
23.68,5.0,873.3,662.32,31.35,58.06,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.85,85.64,507.92,259.99,27.67,53.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,47.65,812.08,259.27,31.6,38.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.69,127.87,938.12,368.27,22.61,72.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,91.81,602.97,256.16,29.3,29.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,78.4,1022.32,10.0,32.5,32.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.01,87.02,845.51,419.84,20.63,53.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.65,35.05,350.0,10.0,40.57,36.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.64,126.81,824.92,187.48,33.95,73.34,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
15.83,139.7,648.49,431.11,28.01,37.33,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.81,83.75,884.29,196.52,23.86,78.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.91,125.66,986.05,145.95,27.12,70.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
11.04,50.08,798.79,381.89,28.42,73.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
77.58,42.1,1166.31,122.33,30.2,83.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.93,71.43,705.32,66.67,35.5,56.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.48,85.22,906.2,291.18,25.62,39.81,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
